,Id,Apellido,Nombre,Propio,Padre,Madre,PIngFam,IngFam,Hijos,Exitable,Extravagante,Pesimista,Timido,Sentimental,Dependiente,Responsable,Capaz,Sociable,Servicial,Etico,Conciente,Espiritual,Impulsivo,Desordenado,Temeroso,Vago,Apego,Empatia,Compasivo,VxH
118,118,UCJEV,WDYHX,S,S,U,327333912,4849145947,2,59577477,649290053,401657936,54439033,523743481,202555481,720485689,3807116,135544025,270204399,168230463,378220048,13853952,377639797,514244954,139363704,88326998,3543918,796958161,679695935,855988037
119,119,RUHMI,WHYVB,S,U,P,345283638,2924673858,0,279671914,565397632,882652822,759377558,156254141,757148526,548978053,709198964,253069704,159793808,966335336,311022228,90960639,283176798,469642017,160353707,169246769,206269893,165222867,810149922,390053335
120,120,KOSQS,HLLXH,S,P,P,161594012,4871851683,0,974397321,360610203,50612709,751940761,411090475,71119912,156050703,971732719,938410056,867820264,198573833,159005118,156179726,430130751,91040242,177619491,6734014,397575521,295215984,449091487,911465367
121,121,UIEHO,IXTGK,S,P,P,59080508,1719196605,0,390759764,50568664,868359517,628541727,721170884,935696207,458831635,2292824,574950308,28959332,633497269,280726709,711044983,264545867,106398919,203088092,51925303,787550286,198494332,512268458,445579383
122,122,QEHGG,CJOHJ,S,P,S,448040305,1844782197,0,437922357,245260136,523060805,704717455,573582525,127501329,460556031,262964909,378011446,715355389,889536203,297505936,482661,503895818,82443575,348746079,837432438,972199589,505843493,727617966,622739367
123,123,HSNDJ,GFEPV,S,S,S,443316021,3896977917,0,311375594,4722335,943691443,35565324,454529337,853963938,304041089,970666847,941811895,933849953,565460641,515712003,991968744,825389288,674266777,28380036,334260809,334785644,901537822,951369793,491118842
124,124,IBIVR,MVXHB,U,P,P,836821753,2463385867,0,43684028,47549983,140918512,813832277,881399828,618791298,886418918,431620248,424714088,817566919,334821261,905380049,180398416,358034733,361067494,64381699,508962462,866813503,224507204,111742225,700820733
125,125,EVSDN,KBYER,P,S,P,992334576,3974005043,1,182969876,203754892,922334025,304227341,43953547,723512783,226003534,496726346,665462396,227980698,416116282,244974784,141735497,55020197,226336093,339595143,794716304,67182798,512574614,369996314,494868034
126,126,DVLQY,OHIHF,S,P,S,73410349,3256125101,0,578286903,73512794,826884233,608254086,344843951,748925234,724608,63669369,256567352,582351541,637346061,814407295,788618489,38312304,736840649,431230473,672933145,64475704,626696586,712979914,448802278
127,127,EXSBV,MOMWU,P,P,P,15638255,1558823497,3,23114986,439088385,885281511,319970051,919732058,644317065,996796248,115695403,236242393,91331088,1405612,883114656,891665703,24845343,101612675,803720583,271730219,2975072,238757673,526207176,732439908
128,128,MOTVO,WGHIW,P,P,P,94655082,1290398306,2,495113263,634614365,421074876,578649168,519949469,690663147,41813357,491633199,987968343,588096502,148307291,732741831,800873511,169365948,768074056,968883328,392666851,902837807,278607403,491173876,65562607
129,129,RMWJQ,BSUGC,S,S,P,555211743,7468752089,1,311890437,884714065,760882025,414756337,88173885,10130999,493502721,91886988,227741453,234782918,499776699,410470306,764548442,267260846,544021727,63540361,599528657,60931987,176567586,538999765,604299481
130,130,ETUPH,GIHUS,P,S,P,247901397,8645954013,0,57932457,979789544,12321616,296968166,796590288,191612737,131999864,316873337,105248945,969302425,358032422,211837805,57803578,208179282,820835186,924432213,427151324,49028229,29877154,593472127,561157677
131,131,OQHDQ,CFCBC,S,S,P,106537255,4703052252,0,340849389,103946854,743722821,233100971,71909618,232698091,232074345,749631493,111606528,915072676,54792819,937221159,123243188,240236566,37202101,316391919,643017564,539104793,441937658,127176211,68097316
132,132,UGYMN,CPCDU,P,P,S,34797496,7886250969,2,956113258,183193333,141667013,129655148,541006599,274927917,401885227,963362916,627084798,150989438,207091516,384200176,93965112,36294407,981005521,685150225,472095467,35525076,919194826,333251419,64460459
133,133,UNDDC,QCGKI,S,S,S,921149639,2146369849,0,730576793,840542902,350108024,614811259,270924771,135009054,543755695,764300907,628241751,909752594,120631416,698684061,303133585,277558101,182246743,472471607,49169461,161429902,598567889,624871039,619775399
134,134,MVMLJ,BXYGN,S,S,P,879673668,3759888922,0,245264483,985525683,130178545,399118314,86446826,417275842,501744635,132005854,604233656,470681494,69997085,936119795,79973722,965810953,954810589,417440787,675102433,908692708,337293283,918614325,388172846
135,135,GSYKL,RTFYD,P,U,S,933596474,7865803164,0,192860268,945031051,28318809,60998433,12931001,5812866,116750038,86372553,943476308,797944976,828079775,658079267,713392993,454091697,541712336,294434644,968347793,781747221,984791586,571428325,526575012
136,136,MEWOH,SEHOR,S,P,P,586654326,2585951594,0,790460029,959416722,81794969,595132547,335033851,489598059,125203203,165412834,305689962,745145448,673382397,352560353,602687568,629444267,740003639,77552731,159437696,261457818,148962713,958289176,49298973
137,137,RXGSJ,VCHCP,S,P,P,891224405,1208180654,2,62641786,882933412,540890351,485530432,826991654,41982806,73128404,610015413,800802578,806981098,686204871,56316171,982590037,641400119,411139669,87819345,887108536,50905949,80307345,673467695,470952229
138,138,XOSIQ,WFSHE,P,P,P,554946646,2166916447,0,139318843,206996162,78854874,65297243,263645521,67061104,396808834,76613942,36683495,47477876,314115273,94789416,688217006,100368654,19013928,897926619,36952496,442903481,208522906,717216374,651808865
139,139,BXSYB,PAQKB,P,P,P,70464103,276888245,0,905646858,430298055,886956473,621170626,764294987,378391123,570202032,2191466,805877066,277175481,950210481,864182437,511412302,41048784,711767254,157419405,561248443,70609793,735210431,70670815,46952391
140,140,YFMKW,NBYJS,S,S,S,296990959,2893320862,0,957673636,417122548,498366713,871889276,9602098,27997696,884375802,698867828,442621906,59483815,824862265,600195503,582929226,623403852,90142441,17978118,10046978,797540965,321600576,701352108,591084946
141,141,JXVNO,BJSKV,P,S,P,654217003,4376716628,0,25182946,526944475,822908198,399045002,929707841,710877989,130933071,571257585,244053324,611553001,55631116,407521119,508866954,862917177,557239271,484025043,650380158,557922542,323227553,353586357,557968208
142,142,IEFQR,MQAYB,P,P,S,375283866,1314450403,0,939557489,152894604,940038181,492275831,766216717,92051921,311344143,569385572,464176924,102180674,342187373,510690118,554941558,821538931,352691851,987892455,938922245,597633842,644603021,400295549,3813416
143,143,YBKGC,IPLQL,P,P,P,8837208,1566321113,0,210230423,623300676,479920184,415435044,485163438,569219029,8918391,469940196,785492717,150093691,28935166,744149305,415050339,466969249,787480004,170570751,91096781,504182043,460070756,145376386,636064266
144,144,LOSBR,CCXPN,U,P,P,849421053,4400944898,0,17829536,377306074,110712214,882130064,699393939,760067985,274974039,135774292,864944944,85295863,624259277,166843368,106866407,375077736,82892982,572961482,744994347,58236273,869300372,898985376,52503701
145,145,OSOUG,HMRKQ,P,S,S,269529045,4569142625,1,41444244,98599127,680464649,468533602,679241703,67094827,936487364,786846163,96008727,809453124,299002099,949128179,340129729,71195782,748218801,5597882,692141372,811080196,803804541,37026525,599847679
146,146,QDJWJ,OFWFQ,U,P,U,692386343,4426728081,2,169905696,51094305,970775495,242142616,579839753,808565379,502856604,821608656,240285626,778325098,912408785,616886503,335900102,619252604,18666086,986251217,227275579,843194334,43479907,47150845,523846097
147,147,UUXUS,FVTSC,P,S,P,689897828,8117183066,0,681103469,669846401,681682287,60364737,115679491,670302038,741141169,990147471,243989902,24835959,238101626,417661979,89876084,207966785,429995172,898868831,25142425,314708986,809210141,361180133,429999589
148,148,QPFIC,PDONA,S,S,P,662078379,2025863473,0,399045903,412110691,815772942,50829215,881938996,92750232,109081455,818854896,921010205,96551174,389806544,218436381,616530644,21381938,502768551,791955221,13533339,422386368,177405428,477204191,546470631
149,149,GCHMB,VFHIH,P,P,S,136164638,2626813644,0,65357374,916826078,503738523,667136379,688055942,589768276,497769944,179199884,326845034,962386272,781247819,284352144,888081873,54844997,415659359,287147932,829833415,969085947,726431038,183291879,532830367
150,150,VOSUT,CYHXI,P,U,S,207038791,1394251967,2,579427982,661497524,587324917,369047753,647880929,96729718,636949233,265874398,497024937,716166524,824112642,285770658,157287229,311180327,135717407,600182383,122868055,490381537,247579356,843268774,878008876
151,151,JBHHV,VIHAA,S,S,P,275973379,8452744465,0,867719381,10617692,331809033,604006013,30535355,770752307,147996001,392105436,88767772,308190979,789823133,16542153,909376657,319969613,482167293,64315747,836080688,983430359,107696181,325122616,382846208
152,152,YHEGM,IVNPF,S,P,S,269353623,3062348178,0,579095116,369339001,86545487,396683519,153587514,91258033,605228071,880732072,683617531,9865382,448015887,680096273,444380811,701638334,71175273,849146495,378534949,788124121,302462334,605979112,534084457
153,153,POOWX,OMQRI,S,S,P,62033606,1292020052,0,490786243,697900184,887726527,338394473,509144638,422656752,793698333,671107126,859265521,767235548,347821558,173290107,67517729,152124282,748883803,595502084,432084036,176339265,733658148,905520189,506858984
154,154,HEGBX,SXVAG,P,S,S,871641581,3509748964,0,527690172,451511112,533217958,875035234,118105953,7110209,570117684,386496127,555824154,25614852,361615926,17617,325740939,1051464,493067439,105447836,680645268,93632965,287940361,609191263,681967343
155,155,VRMTA,KPHAK,S,S,P,90692969,4080052617,0,562605876,76301547,415203545,459013235,28853553,133328545,86638025,538320898,11047726,32671284,554224282,398993685,88450759,939982798,653919738,614499021,295025971,263284371,992545613,17561989,70625831
156,156,SQAHS,PPYSR,S,P,P,254563322,4558336448,0,673864986,989184743,726097908,974922638,83762961,691442437,926909966,198698538,931010049,596965512,99054631,39035475,464570901,5086772,173762541,694432429,341539829,804786701,21077344,227617706,49171451
157,157,UFFMS,LOQBX,S,P,P,926668006,1637479138,0,517504341,999045211,42587787,857269342,134827438,84255903,872640366,762506838,643274617,562431713,922412564,636584898,127310981,435230686,59686301,901749161,32250304,897886386,554078063,994659812,47950335
158,158,JMSUB,WIMJK,S,S,S,853088571,4741175719,3,464267847,560036103,906566639,614552478,924444984,723040716,423170794,718132541,853624116,313724765,388699579,74318866,319523676,513194608,429301663,296357938,402432973,469127391,131982809,76336268,72999524
159,159,NOJEB,GLIDO,P,P,P,39815223,1411266798,4,372323827,522359014,381707796,257809549,97803138,54610932,62032353,553003028,729762886,872096043,993828809,367983904,691848569,4777046,278056415,687721475,668100957,705119969,879853406,398997097,684569606
160,160,MVQJB,WDURN,U,U,P,320031268,5117257209,0,412252336,511653098,599670791,860746289,50736678,787752304,930302547,63524005,576397528,336527403,397254091,70104482,591373541,716555723,390411458,155628341,51500338,694066858,518362842,89102661,574878967
161,161,YUUMI,REAHO,S,S,S,51439639,2281544587,3,905196712,60928605,152187913,237254132,42304017,933210104,211665623,980409007,7943353,24229871,724746172,261785894,807252339,903043627,313792603,476079169,698907087,456792527,590100053,17334644,889029467
162,162,CWTJW,WIEDM,P,S,P,862720344,7495557931,0,726872994,98911544,855734304,728570063,777599967,826807391,651217326,357265592,719441438,493764469,502546873,427364669,33014918,195302934,66875314,386858744,274343471,806428248,705147214,279304918,397829844
163,163,NMVBJ,FSCUD,S,S,P,437220795,778247255,0,326241022,66014053,729426401,874988059,221702983,507665817,494565442,61876121,767248327,73794041,37066262,133595881,50130945,758730429,490743751,58638977,622574009,855317587,120513949,61669654,820265531
164,164,LIBRR,FDYFC,P,P,P,377146421,3027474382,2,981346821,804701183,885451981,910147533,814652681,628395969,785018964,347698949,52619552,935150951,400373619,227924618,689990816,373923702,885919939,554903561,855197596,18652301,594122921,96069555,56160646
165,165,SRHWJ,EPDMG,P,P,P,777632755,3885150312,0,114455286,429368736,606899062,561177284,268568702,944699845,859613937,36459441,130096761,115164655,472408297,4504423,736294904,50727261,332650431,34756933,456342658,50235512,89484938,548237207,336342459
166,166,UNJUL,PREHB,S,P,P,110571236,6202653363,0,150774861,871085025,599344206,94807133,945543202,542030656,65789476,977327748,35831726,516565789,818124862,832655352,293995174,84764563,170313201,275561715,263012075,59370256,18646385,722373561,844826586
167,167,IOFCK,MQIDH,U,S,S,5526559,2391164735,0,74748385,158148019,467701027,515924544,787600611,406947586,496959265,567706353,71116735,77734467,266695853,765116215,9998323,459584295,86485619,163800835,380626027,400052506,292770798,84704738,664674666
168,168,NSDMJ,FBMCW,U,S,U,433379137,1377975347,0,800126522,2189794,420358774,343757589,899964078,787214884,464842425,667036138,31190038,321758922,440252387,11720028,89510972,718454091,100216093,470856957,702973564,845768293,782392177,665751964,322440993
169,169,XKUEE,EYUJI,S,S,S,15615473,4695557711,0,342747179,183701975,788088873,156356211,200234986,749640793,563273214,874012254,723197123,91656573,936033923,297261877,85068864,916288683,454426708,142239381,224637282,472199126,65415257,121260788,833979355
170,170,YHLXE,EOCVX,S,U,P,518338438,4600023924,3,152890963,190498101,63320446,997271439,319201863,60094605,208822124,611992294,241147165,380387432,652894554,329726816,340172777,693679783,57516068,502141735,451128165,691216939,153437731,743606067,720665056
171,171,VEHND,ASKFK,S,P,P,308255411,1984432714,0,394454352,36447915,820107902,528847031,581815791,32052664,722675503,955807143,224028758,191095745,949508562,780580449,740670547,919638113,678534417,6413588,732018514,473924236,479509591,811810031,594465177
172,172,RPQBA,KJGDX,P,P,U,909009887,554423174,0,498347408,257709773,609337876,912221283,865273903,540303087,812752432,11931454,368439383,197899599,727840189,929246263,58420594,118809818,920761593,90010335,823984096,400535921,854492816,4701111,348168001
173,173,GQMLY,IPHMW,S,P,U,35629483,3011597146,0,418580248,329772399,727683847,868591027,117545322,888573774,728866825,690064512,116835798,929876663,22733577,88241961,948840732,838490215,368565202,881468252,45486927,840533051,97878846,917739999,383075793
174,174,FFIUH,ITUSQ,P,S,S,92229528,1187566953,0,121989986,123831837,129615479,567362467,41950726,262600628,648477257,19653164,39899242,626443931,878355562,958483534,64655514,309986799,802700152,309027737,658531257,921387911,324435357,504758735,47420596
175,175,PWDNV,NJSAD,P,S,P,576322755,1119937568,2,415607522,178626211,126041377,796319521,349718116,812077051,637934711,78663475,9390318,418225966,91013186,320203773,21311954,286876734,930955427,528211398,577429046,692100854,141704052,219922465,719852032
176,176,RGWTH,DTWBH,S,U,P,525782854,4128246531,2,364949548,317483944,528804801,643011785,435843834,976209346,463076873,163439323,402487013,694001092,688368989,440672773,852954033,474430283,763324336,77803553,55753118,968677297,511030073,968345628,7027731
177,177,VJOWN,YUTIS,P,S,S,876619543,3699639061,2,98595035,5072754,705391954,94332676,193302812,590508653,392771963,77715626,99452447,249190189,409685476,986567219,79086531,92971924,653503775,88748162,579698163,378732632,241355471,120266537,53117917
